archivo,hoja,razon,fila
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | 12/02/23 - P. Alarcon - 4º a 12 cp de My Sweet Hunter - 45'2/5 - PN |  |  |  |  | 26/02/23 - C. Caram - 8º a 14 cp de Montley - 45'1/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 16/03/25 - W. Figueroa - 3º a 7 3/4 cp de Polaquita Love - 45'1/5 - PB |  |  |  |  | 30/03/25 - W. Figueroa - 2º a 3 1/2 cp de Mercedino Kid - 46'1/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | Debutante |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 02/10/22 - M. Rodriguez - 2º a Cza de Abuelo Orlando - 45'1/5 - PN |  |  |  |  | 30/03/25 - L. Gonzalez - 7º a 7 3/4 cp de Mercedino Kid - 46'1/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 16/03/25 - H. Suarez - 4º a 7 3/4 cp de Polaquita Love - 45'1/5 - PB |  |  |  |  | 30/03/25 - C. Schultheis - 3º a 3 1/2 cp de Mercedino Kid - 46'1/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 10/11/24 - A. Villegas - 7º a 13 cp de Honor De Puma - 45'2/5 - PP |  |  |  |  | 24/11/24 - A. Villegas - 7º a 18 1/4 cp de Super Fain - 1'19'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | 30/10/23 - L. Recuero - 11º a 16 1/2 cp de Looks Great - 1'35'4/5 - PH |  |  |  |  | 16/03/25 - R. Robledo - 6º a 30 3/4 cp de Polaquita Love - 45'1/5 - PB |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","PREMIO 'KING LEWIS' |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","800 metros - Record Dist.: 43' 2/5, Repirado 20/08/2016 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Para todo spc de 3 años perdedor en todas las categorías. Peso 56 kilos. Yeguas con descargo de 2 kilos. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","NO COMPUTABLE - CAT. EXTRAOFICIAL - Premios: $ 1.965.300 - $ 589.600 - $ 491.300 - $ 393.000 - $ 294.800 - $ 196.500 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | 16/03/25 - H. Suarez - 5º a 7 cp de Anoushka - 1'7'1/5 - PB |  |  |  |  | 30/03/25 - C. Caram - 3º a 3 1/2 cp de Major Lizard - 46'2/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 24/11/24 - R. Ruiz - 3º a 1 3/4 cp de Sweet Elementary - 45'1/5 - PN |  |  |  |  | 29/12/24 - S. Barrionuevo - 2º a 1 1/2 cp de Camino Del Norte - 44'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | 30/03/25 - W. Marrades - 2º a 1 1/2 cp de Major Lizard - 46'2/5 - PP |  |  |  |  | 13/04/25 - W. Marrades - 7º a 9 3/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 16/03/25 - R. Robledo - 8º a 9 1/4 cp de Anoushka - 1'7'1/5 - PB |  |  |  |  | 30/03/25 - R. Robledo - 5º a 8 cp de Major Lizard - 46'2/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 13/03/25 - F. Menendez - 10º a 25 3/4 cp de Intrusa Edition - 1'26'3/5 - PN |  |  |  |  | 12/04/25 - F. Aguirre - 10º a 19 3/4 cp de Dieguita E - 1'1/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 29/12/24 - R. Valdez - 9º a 15 1/2 cp de Camino Del Norte - 44'3/5 - PN |  |  |  |  | 30/03/25 - F. Navarro - 7º a 14 3/4 cp de Major Lizard - 46'2/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | Debutante |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","8 | 21/07/24 - C. Rojas - 9º a 9 1/2 cp de Aguas Arriba - 45'1/5 - PN |  |  |  |  | 08/09/24 - C. Rojas - 6º a 6 1/4 cp de Harding - 44'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","PREMIO 'LA SUSANA' |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","800 metros - Record Dist.: 43' 2/5, Repirado 20/08/2016 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Para todo spc de 3 años y más edad perdedor o ganadores de 1 o 2 extraoficiales. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Peso 54; 57 y 60 kilos. Yeguas con descargo de 2 kilos. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","NO COMPUTABLE - CAT. EXTRAOFICIAL - Premios: $ 892.600 - $ 267.800 - $ 223.100 - $ 178.500 - $ 133.900 - $ 89. 200 |  |  |  |  |  |  |  | APUESTA CADENA $ 200 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, CADENA $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 700.000 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | 24/11/24 - J. Aguirrez - 3º a 8 1/4 cp de Security Plus - 1'11'3/5 - PN |  |  |  |  | 08/12/24 - C. Rojas - 3º a 4 1/4 cp de Q Loico - 1'22'2/5 - PB |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 06/10/24 - J. Vizcarra - 6º a 9 1/2 cp de Con Experiencia - 1'18'2/5 - PN |  |  |  |  | 13/04/25 - C. Schultheis - 7º a 11 cp de Redivertido - 44'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | 04/08/24 - L. Gonzalez - 8º a 16 cp de Say Long - 1'24'2/5 - PN |  |  |  |  | 24/11/24 - J. Vizcarra - 1º gan x 1/2 cp a Mr. Aidan - 44'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 16/02/25 - R. Ruiz - 4º a 2 1/4 cp de Dixie Cup - 1'20'1/5 - PN |  |  |  |  | 13/04/25 - C. Caram - 2º a 3 1/2 cp de Redivertido - 44'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 23/02/25 - L. Gonzalez - 6º a 4 cp de Camino Del Norte - 44'1/5 - PN |  |  |  |  | 13/04/25 - L. Gonzalez - 9º a 11 1/2 cp de Redivertido - 44'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 23/02/25 - R. Robledo - 8º a 13 cp de Sweet Elementary - 1'19'1/5 - PN |  |  |  |  | 16/03/25 - R. Robledo - 6º a 28 1/4 cp de Ojo D'Oro - 1'18'4/5 - PB |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | 06/10/24 - F. Moran - 5º a 5 cp de Con Experiencia - 1'18'2/5 - PN |  |  |  |  | 27/10/24 - F. Brito - 4º a 3 1/2 cp de Che Mariscal - 44'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","8 | 11/04/24 - F. Fernandes G.- 1º gan x 4 cp a Agua Clarisima - 56'4/5 - PN |  |  |  |  | 22/07/24 - F. Fernandes G.- 8º a 13 3/4 cp de Kiriel - 54'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","PREMIO 'JUAN JOSE *CUCHI* ARGAÑARAZ' |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","800 metros - Record Dist.: 43' 2/5, Repirado 20/08/2016 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Para todo producto spc de 2 años. Peso 55 kilos. Potrancas con descargo de 2 kilos. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","NO COMPUTABLE - CAT. EXTRAOFICIAL - Premios: $ 2.360.500 - $ 708.100 - $ 590.100 - $ 472.100 |  |  |  |  |  |  |  | APUESTA QUINTUPLO $ 200 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, QUINTUPLO $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 500.000 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | Debutante |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 13/04/25 - C. Schultheis - 6º a 14 cp de Sensacional Prize - 45'2/5 - PN |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | 30/03/25 - J. Vizcarra - 2º a 2 cp de Smiling Nich - 46'1/5 - PP |  |  |  |  | 13/04/25 - J. Vizcarra - 2º a 1 cp de Sensacional Prize - 45'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 13/04/25 - C. Caram - 8º a 15 1/2 cp de Sensacional Prize - 45'2/5 - PN |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 30/03/25 - H. Suarez - 5º a 7 1/2 cp de Smiling Nich - 46'1/5 - PP |  |  |  |  | 13/04/25 - H. Suarez - 3º a 7 cp de Sensacional Prize - 45'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 30/03/25 - J. Romano - 8º a 18 1/2 cp de Smiling Nich - 46'1/5 - PP |  |  |  |  | 13/04/25 - J. Carrizo - 9º a 20 1/2 cp de Sensacional Prize - 45'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | Debutante |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","PREMIO 'REGULINCHE' |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1.300 metros - Record Dist.: 1' 16' 2/5, Panatta 19/12/2021 - High Commander 08/10/2023 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Para todo spc de 3 años perdedores y yeguas ganadoras de 1 carrera. Peso 56 kilos. Recargo de 3 kilos a las ganadoras de 1 carrera. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","NO COMPUTABLE - CAT. EXTRAOFICIAL - Premios: $ 2.360.500 - $ 708.100 - $ 590.100 - $ 472.100 |  |  |  |  |  |  |  | APUESTA CUATERNA $ 300 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, CUATERNA $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 400.000 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | 30/03/25 - C. Schultheis - 6º a 6 cp de Cornell - 1'21'4/5 - PP |  |  |  |  | 13/04/25 - L. Ponce G. - 10º a 13 3/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 30/03/25 - F. Navarro - 9º a 11 1/4 cp de Cornell - 1'21'4/5 - PP |  |  |  |  | 13/04/25 - M. Navarro - 9º a 12 1/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 30/03/25 - F. Moran - 3º a 2 cp de Cornell - 1'21'4/5 - PP |  |  |  |  | 13/04/25 - F. Moran - 3º a 4 1/2 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | 23/02/25 - A. Vai - 4º a 15 cp de Anoushka - 1'18'4/5 - PN |  |  |  |  | 30/03/25 - J. Vizcarra - 4º a 2 3/4 cp de Cornell - 1'21'4/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 16/03/25 - P. Alarcon - 7º a 9 cp de Anoushka - 1'7'1/5 - PB |  |  |  |  | 13/04/25 - R. Valdez - 5º a 5 1/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 23/02/25 - F. Brito - 2º a 6 cp de Anoushka - 1'18'4/5 - PN |  |  |  |  | 30/03/25 - M. Rodriguez - 7º a 6 1/4 cp de Cornell - 1'21'4/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 30/03/25 - H. Suarez - 1º gan x 1 1/2 cp a Goloso Ken - 46'2/5 - PP |  |  |  |  | 13/04/25 - H. Suarez - 2º a 3 1/2 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | 16/03/25 - F. Brito - 2º a 3 1/2 cp de Juan Pucho - 1'7'2/5 - PB |  |  |  |  | 13/04/25 - F. Brito - 4º a 4 1/2 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7a | 30/03/25 - R. Valdez - 8º a 9 1/4 cp de Cornell - 1'21'4/5 - PP |  |  |  |  | 13/04/25 - C. Caram - 11º a 18 3/4 cp de Aspera - 1'12'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","PREMIO 'JOSEFINA S. *NINA* ARGAÑARAZ' |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1.400 metros - Record Dist.: 1' 22' 3/5, Patani 29/10/2017 - Dipinto 28/11/2021 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Para todo spc de 3 años ganadores de 1 carrera; yeguas ganadoras de 2 carreras; de 4 años y más edad ganadores de 2 carreras, yeguas ganadoras de 3 carreras;  |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","de 5 años y más edad ganadores de 3 carreras y de 6 años y más edad 
ganadores de 4 carreras. Peso 54; 56; 58 y 60 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.881.000 - $ 564.300 - $ 470.200 - $ 376.200 - $ 282.100 - $ 188.100 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | 23/02/25 - L. Gonzalez - 10º a 19 cp de Sweet Elementary - 1'19'1/5 - PN |  |  |  |  | 30/03/25 - B. Ossan - 1º gan x 7 cp a Anoushka - 1'26'4/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 30/03/25 - F. Navarro - 3º a 1 1/4 cp de Caetano - 1'27'1/5 - PP |  |  |  |  | 13/04/25 - F. Navarro - 4º a 6 1/2 cp de Cima Himalaya - 1'24'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | 23/02/25 - J. Vizcarra - 2º a 2 cp de Cima Himalaya - 1'11'1/5 - PN |  |  |  |  | 16/03/25 - J. Vizcarra - 1º gan x 16 cp a Grand Lucre - 1'18'1/5 - PB |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 30/03/25 - F. Navarro - 5º a 10 cp de Mystical Man - 1'26'4/5 - PP |  |  |  |  | 13/04/25 - J. Vizcarra - 2º a 1/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 30/03/25 - C. Caram - 1º gan x 1/2 pz a Grand Silverio - 1'21'4/5 - PP |  |  |  |  | 13/04/25 - C. Caram - 5º a 6 1/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 16/03/25 - M. Rodriguez - 1º gan x 11 cp a Grand Rex - 1'19'1/5 - PB |  |  |  |  | 30/03/25 - M. Rodriguez - 1º gan x 18 cp a Master of Masters - 1'19'3/5 - PB |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | 23/01/25 - E. Martinez - 7º a 5 1/2 cp de Que Bombon - 1'10'4/5 - PN |  |  |  |  | 20/02/25 - R. Alzamendi - 3º a 5 cp de El De Elation - 1'12'1/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","8 | 30/03/25 - R. Robledo - 8º a 9 3/4 cp de Mercedino Kid - 46'1/5 - PP |  |  |  |  | 13/04/25 - P. Alarcon - 5º a 20 1/2 cp de Grand Rex - 1'18'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","ESPECIAL 'JOSE R. ARGAÑARAZ' |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1.600 metros - Record Dist.: 1' 37' 2/5, Batman Crest 17/08/1975 - Teenek 11/06/2021 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Para todo spc de 3 años y más edad. Peso 52 kilos. Recargo de 1 kilo por carrera ganada. Descargo de 1 kilo por cada año cumplido a partir de los 6 años.  |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Descargo de 2 kilos a los que no se hayan clasificado hasta el 3er puesto, en sus 3 últimas actuaciones en Tucumán. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.973.290 - $ 591.980 - $ 493.300 - $ 394.600 |  |  |  |  |  |  |  | APUESTA DOBLE FINAL $ 300 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE FINAL $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 150.000 | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | 30/03/25 - F. Brito - 7º a 22 1/2 cp de Suffok - 1'40'1/5 - PP |  |  |  |  | 13/04/25 - J. Vizcarra - 2º a 2 1/2 cp de Cima Himalaya - 1'24'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 24/11/24 - H. Suarez - 3º a 6 cp de Pacific Sea - 1'55'1/5 - PN |  |  |  |  | 29/12/24 - H. Suarez - 3º a 9 cp de He's A Rockstar - 2'7'1/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | 23/02/25 - H. Suarez - 1º gan x 2 cp a Latan Craf - 1'11'1/5 - PN |  |  |  |  | 13/04/25 - H. Suarez - 1º gan x 2 1/2 cp a Owe You One - 1'24'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 27/10/24 - F. Goncalves F. - 7º a 25 cp de Laudrup - 2'1'3/5 - PN |  |  |  |  | 21/11/24 - M. Schneider - 1º gan x 3/4 cp a Tapit Bomb - 1'36'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 16/03/25 - C. Caram - 3º a 5 1/4 cp de Sweet Elementary (dist) - 1'24'2/5 - PB |  |  |  |  | 30/03/25 - R. Robledo - 4º a 11 1/2 cp de Suffok - 1'40'1/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 30/03/25 - J. Carrizo - 4º a 21 1/4 cp de Rio Southern - 1'19'3/5 - PP |  |  |  |  | 13/04/25 - B. Carrizo - 4º a 20 1/2 cp de Grand Rex - 1'18'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | 16/03/25 - A. Vai - 4º a 33 cp de Vikins Terror - 1'13'3/5 - PB |  |  |  |  | 30/03/25 - R. Robledo - 6º a 44 cp de Star Check - 1'20'4/5 - PP |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","PREMIO 'NORINEL' |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1.200 metros - Record Dist.: 1' 09' 4/5 Donald Music 28/11/2021 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","Para todo spc de 4 años y más edad ganadores de 1 carrera; yeguas ganadoras de 2 carreras; de 5 años y más edad ganadores de 2 carreras;  |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","yeguas ganadoras de 3 carreras y de 6 años y más edad ganadores de 3 carreras. 
Peso 53: 56 y 59 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.310.900 - $ 393.200 - $ 327.700 - $ 262.100 - $ 196.600 - $ 131.100 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), IMPERFECTA $ 200, CUATRIFECTA $ 100 |  |  |  |  |  |  |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","1 | 16/03/25 - J. Vizcarra - 2º a 11 cp de Rio Southern - 1'19'1/5 - PB |  |  |  |  | 13/04/25 - H. Suarez - 1º gan x 18 cp a Norteño For Sale - 1'18'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","2 | 23/02/25 - W. Figueroa - 7º a 9 cp de Sweet Elementary - 1'19'1/5 - PN |  |  |  |  | 13/04/25 - W. Figueroa - 6º a 6 1/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","3 | 16/03/25 - H. Suarez - 3º a 22 cp de Latan Craf - 1'18'1/5 - PB |  |  |  |  | 30/03/25 - H. Suarez - 3º a 7 1/2 cp de Mystical Man - 1'26'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","4 | 22/11/24 - I. Monasterolo - 10º a 30 cp de Igual A Daddy - 1'23'3/5 - PN |  |  |  |  | 23/02/25 - R. Camos - 3º a 2 3/4 cp de Camino Del Norte - 44'1/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","5 | 10/12/23 - No Largó. |  |  |  |  | 30/12/24 - A. Fuentes - 8º S.A de Fiestero Xal - 1'22'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","6 | 30/03/25 - F. Brito - 1º gan x 4 cp a Emperor Jack - 1'20'4/5 - PP |  |  |  |  | 13/04/25 - F. Brito - 3º a 4 3/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","7 | 30/03/25 - L. Gonzalez - 4º a 21 1/4 cp de Rio Southern - 1'19'3/5 - PP |  |  |  |  | 13/04/25 - F. Brito - 2º a 18 cp de Grand Rex - 1'18'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","8 | 03/03/25 - O. Alderete - 3º a 6 3/4 cp de El Gran Rock - 1'38'2/5 - PP |  |  |  |  | 13/04/25 - A. Vai - 7º a 8 1/4 cp de Euro Spring - 1'13'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","9 | 16/03/25 - W. Marrades - 5º a 25 3/4 cp de Latan Craf - 1'18'1/5 - PB |  |  |  |  | 30/03/25 - F. Brito - 7º a 19 1/4 cp de Mystical Man - 1'26'4/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","10 | 23/02/25 - R. Camos - 4º a 14 cp de Cima Himalaya - 1'11'1/5 - PN |  |  |  |  | 13/04/25 - F. Brito - 6º a 11 cp de Redivertido - 44'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","11 | 16/03/25 - R. Robledo - 2º a 16 cp de Latan Craf - 1'18'1/5 - PB |  |  |  |  | 13/04/25 - H. Suarez - 4º a 8 cp de Redivertido - 44'2/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","12 | 08/12/24 - C. Schultheis - 2º a 7 cp de Ital Force - 1'20'3/5 - PB |  |  |  |  | 29/12/24 - R. Salazar - 7º a 10 3/4 cp de Rojo De Recoleta - 1'25'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","13 | 26/02/25 - J. Paoloni - 4º a 6 1/2 cp de Voy Con Onda - 1'23'3/5 - PN |  |  |  |  | 03/04/25 - J. Paoloni - 3º a 1 cp de Montecu - 1'24'3/5 - PN |  |  | "
"26 DE ABRIL DE 2025.xlsx","26-04-25","vacío","14 | 16/03/25 - R. Ruiz - 8º a 35 cp de Latan Craf - 1'18'1/5 - PB |  |  |  |  | 30/03/25 - R. Ruiz - 9º S.A de Mystical Man - 1'26'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","1 | 30/03/25 - C. Schultheis - 3º a 3 1/2 cp de Mercedino Kid - 46'1/5 - PP |  |  |  |  | 26/04/25 - J. Vizcarra - 2º a 6 cp de Guessing - 46'4/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","2 | 16/11/24 - J. Rivarola - 9º a 22 cp de Amiguito Pelagata - 59'3/5 - PN |  |  |  |  | 12/12/24 - P. Alegre - 10º a 35 cp de Whisky Label - 1'14'3/5 - PN |  |  | "
"11 DE MAYO DE 2025.xlsx","11-05-25","vacío","3 | 30/03/25 - R. Robledo - 6º a 44 cp de Star Check - 1'20'4/5 - PP |  |  |  |  | 26/04/25 - P. Alarcon - 7º S.A. de El Alberto - 1'40'4/5 - PN |  |  | "
